cantica;canto;n_verso;verso
Purgatorio;VIII;​135;con tutti e quattro i piè cuopre e inforca,
Purgatorio;VIII;​136;che cotesta cortese oppinïone
Purgatorio;VIII;​137;ti fia chiavata in mezzo de la testa
Purgatorio;VIII;​138;con maggior chiovi che d'altrui sermone,
Purgatorio;VIII;​139;"se corso di giudicio non s'arresta""."
Purgatorio;IX;​1;La concubina di Titone antico
Purgatorio;IX;​2;già s'imbiancava al balco d'orïente,
Purgatorio;IX;​3;"fuor de le braccia del suo dolce amico;"
Purgatorio;IX;​4;di gemme la sua fronte era lucente,
Purgatorio;IX;​5;poste in figura del freddo animale
Purgatorio;IX;​6;"che con la coda percuote la gente;"
Purgatorio;IX;​7;e la notte, de' passi con che sale,
Purgatorio;IX;​8;fatti avea due nel loco ov'eravamo,
Purgatorio;IX;​9;"e 'l terzo già chinava in giuso l'ale;"
Purgatorio;IX;​10;quand'io, che meco avea di quel d'Adamo,
Purgatorio;IX;​11;vinto dal sonno, in su l'erba inchinai
Purgatorio;IX;​12;là 've già tutti e cinque sedavamo.
Purgatorio;IX;​13;Ne l'ora che comincia i tristi lai
Purgatorio;IX;​14;la rondinella presso a la mattina,
Purgatorio;IX;​15;forse a memoria de' suo' primi guai,
Purgatorio;IX;​16;e che la mente nostra, peregrina
Purgatorio;IX;​17;più da la carne e men da' pensier presa,
Purgatorio;IX;​18;a le sue visïon quasi è divina,
Purgatorio;IX;​19;in sogno mi parea veder sospesa
Purgatorio;IX;​20;un'aguglia nel ciel con penne d'oro,
Purgatorio;IX;​21;"con l'ali aperte e a calare intesa;"
Purgatorio;IX;​22;ed esser mi parea là dove fuoro
Purgatorio;IX;​23;abbandonati i suoi da Ganimede,
Purgatorio;IX;​24;quando fu ratto al sommo consistoro.
Purgatorio;IX;​25;"Fra me pensava: ""Forse questa fiede"
Purgatorio;IX;​26;pur qui per uso, e forse d'altro loco
Purgatorio;IX;​27;"disdegna di portarne suso in piede""."
Purgatorio;IX;​28;Poi mi parea che, poi rotata un poco,
Purgatorio;IX;​29;terribil come folgor discendesse,
Purgatorio;IX;​30;e me rapisse suso infino al foco.
Purgatorio;IX;​31;"Ivi parea che ella e io ardesse;"
Purgatorio;IX;​32;e sì lo 'ncendio imaginato cosse,
Purgatorio;IX;​33;che convenne che 'l sonno si rompesse.
Purgatorio;IX;​34;Non altrimenti Achille si riscosse,
Purgatorio;IX;​35;li occhi svegliati rivolgendo in giro
Purgatorio;IX;​36;e non sappiendo là dove si fosse,
Purgatorio;IX;​37;quando la madre da Chir¢n a Schiro
Purgatorio;IX;​38;trafuggò lui dormendo in le sue braccia,
Purgatorio;IX;​39;"là onde poi li Greci il dipartiro;"
Purgatorio;IX;​40;che mi scoss'io, sì come da la faccia
Purgatorio;IX;​41;mi fuggì 'l sonno, e diventa' ismorto,
Purgatorio;IX;​42;come fa l'uom che, spaventato, agghiaccia.
Purgatorio;IX;​43;Dallato m'era solo il mio conforto,
Purgatorio;IX;​44;e 'l sole er'alto già più che due ore,
Purgatorio;IX;​45;e 'l viso m'era a la marina torto.
Purgatorio;IX;​46;"""Non aver tema"", disse il mio segnore;"
Purgatorio;IX;​47;"""fatti sicur, ché noi semo a buon punto;"
Purgatorio;IX;​48;non stringer, ma rallarga ogne vigore.
Purgatorio;IX;​49;Tu se' omai al purgatorio giunto:
Purgatorio;IX;​50;"vedi là il balzo che 'l chiude dintorno;"
Purgatorio;IX;​51;vedi l'entrata là 've par digiunto.
Purgatorio;IX;​52;Dianzi, ne l'alba che procede al giorno,
Purgatorio;IX;​53;quando l'anima tua dentro dormia,
Purgatorio;IX;​54;sovra li fiori ond'è là giù addorno
Purgatorio;IX;​55;"venne una donna, e disse: ""I' son Lucia;"
Purgatorio;IX;​56;"lasciatemi pigliar costui che dorme;"
Purgatorio;IX;​57;"sì l'agevolerò per la sua via""."
Purgatorio;IX;​58;"Sordel rimase e l'altre genti forme;"
Purgatorio;IX;​59;ella ti tolse, e come 'l dì fu chiaro,
Purgatorio;IX;​60;"sen venne suso; e io per le sue orme."
Purgatorio;IX;​61;Qui ti posò, ma pria mi dimostraro
Purgatorio;IX;​62;"li occhi suoi belli quella intrata aperta;"
Purgatorio;IX;​63;"poi ella e 'l sonno ad una se n'andaro""."
Purgatorio;IX;​64;A guisa d'uom che 'n dubbio si raccerta
Purgatorio;IX;​65;e che muta in conforto sua paura,
Purgatorio;IX;​66;poi che la verità li è discoperta,
Purgatorio;IX;​67;"mi cambia' io; e come sanza cura"
Purgatorio;IX;​68;vide me 'l duca mio, su per lo balzo
Purgatorio;IX;​69;si mosse, e io di rietro inver' l'altura.
Purgatorio;IX;​70;Lettor, tu vedi ben com'io innalzo
Purgatorio;IX;​71;la mia matera, e però con più arte
Purgatorio;IX;​72;non ti maravigliar s'io la rincalzo.
Purgatorio;IX;​73;Noi ci appressammo, ed eravamo in parte
Purgatorio;IX;​74;che là dove pareami prima rotto,
Purgatorio;IX;​75;pur come un fesso che muro diparte,
Purgatorio;IX;​76;vidi una porta, e tre gradi di sotto
Purgatorio;IX;​77;per gire ad essa, di color diversi,
Purgatorio;IX;​78;e un portier ch'ancor non facea motto.
Purgatorio;IX;​79;E come l'occhio più e più v'apersi,
Purgatorio;IX;​80;vidil seder sovra 'l grado sovrano,
Purgatorio;IX;​81;"tal ne la faccia ch'io non lo soffersi;"
Purgatorio;IX;​82;e una spada nuda avëa in mano,
Purgatorio;IX;​83;che reflettëa i raggi sì ver' noi,
Purgatorio;IX;​84;ch'io drizzava spesso il viso in vano.
Purgatorio;IX;​85;"""Dite costinci: che volete voi?"","
Purgatorio;IX;​86;"cominciò elli a dire, ""ov'è la scorta?"
Purgatorio;IX;​87;"Guardate che 'l venir sù non vi nòi""."
Purgatorio;IX;​88;"""Donna del ciel, di queste cose accorta"","
Purgatorio;IX;​89;"rispuose 'l mio maestro a lui, ""pur dianzi"
Purgatorio;IX;​90;"ne disse: ""Andate là: quivi è la porta""."
Purgatorio;IX;​91;"""Ed ella i passi vostri in bene avanzi"","
Purgatorio;IX;​92;ricominciò il cortese portinaio:
Purgatorio;IX;​93;"""Venite dunque a' nostri gradi innanzi""."
Purgatorio;IX;​94;"Là ne venimmo; e lo scaglion primaio"
Purgatorio;IX;​95;bianco marmo era sì pulito e terso,
Purgatorio;IX;​96;ch'io mi specchiai in esso qual io paio.
Purgatorio;IX;​97;Era il secondo tinto più che perso,
Purgatorio;IX;​98;d'una petrina ruvida e arsiccia,
Purgatorio;IX;​99;crepata per lo lungo e per traverso.
Purgatorio;IX;​100;Lo terzo, che di sopra s'ammassiccia,
Purgatorio;IX;​101;porfido mi parea, sì fiammeggiante
Purgatorio;IX;​102;come sangue che fuor di vena spiccia.
Purgatorio;IX;​103;Sovra questo tenëa ambo le piante
Purgatorio;IX;​104;l'angel di Dio sedendo in su la soglia
Purgatorio;IX;​105;che mi sembiava pietra di diamante.
Purgatorio;IX;​106;Per li tre gradi sù di buona voglia
Purgatorio;IX;​107;"mi trasse il duca mio, dicendo: ""Chiedi"
Purgatorio;IX;​108;"umilemente che 'l serrame scioglia""."
Purgatorio;IX;​109;"Divoto mi gittai a' santi piedi;"
Purgatorio;IX;​110;misericordia chiesi e ch'el m'aprisse,
Purgatorio;IX;​111;ma tre volte nel petto pria mi diedi.
Purgatorio;IX;​112;Sette P ne la fronte mi descrisse
Purgatorio;IX;​113;"col punton de la spada, e ""Fa che lavi,"
Purgatorio;IX;​114;"quando se' dentro, queste piaghe"" disse."
Purgatorio;IX;​115;Cenere, o terra che secca si cavi,
Purgatorio;IX;​116;"d'un color fora col suo vestimento;"
Purgatorio;IX;​117;e di sotto da quel trasse due chiavi.
Purgatorio;IX;​118;"L'una era d'oro e l'altra era d'argento;"
Purgatorio;IX;​119;pria con la bianca e poscia con la gialla
Purgatorio;IX;​120;fece a la porta sì, ch'i' fu' contento.
Purgatorio;IX;​121;"""Quandunque l'una d'este chiavi falla,"
Purgatorio;IX;​122;"che non si volga dritta per la toppa"","
Purgatorio;IX;​123;"diss'elli a noi, ""non s'apre questa calla."
Purgatorio;IX;​124;"Più cara è l'una; ma l'altra vuol troppa"
Purgatorio;IX;​125;d'arte e d'ingegno avanti che diserri,
Purgatorio;IX;​126;perch'ella è quella che 'l nodo digroppa.
Purgatorio;IX;​127;"Da Pier le tegno; e dissemi ch'i' erri"
Purgatorio;IX;​128;anzi ad aprir ch'a tenerla serrata,
Purgatorio;IX;​129;"pur che la gente a' piedi mi s'atterri""."
Purgatorio;IX;​130;Poi pinse l'uscio a la porta sacrata,
Purgatorio;IX;​131;"dicendo: ""Intrate; ma facciovi accorti"
Purgatorio;IX;​132;"che di fuor torna chi 'n dietro si guata""."
Purgatorio;IX;​133;E quando fuor ne' cardini distorti
Purgatorio;IX;​134;li spigoli di quella regge sacra,
Purgatorio;IX;​135;che di metallo son sonanti e forti,
Purgatorio;IX;​136;non rugghiò sì né si mostrò sì acra
Purgatorio;IX;​137;Tarpëa, come tolto le fu il buono
Purgatorio;IX;​138;Metello, per che poi rimase macra.
Purgatorio;IX;​139;Io mi rivolsi attento al primo tuono,
Purgatorio;IX;​140;"e ""Te Deum laudamus"" mi parea"
Purgatorio;IX;​141;udire in voce mista al dolce suono.
Purgatorio;IX;​142;Tale imagine a punto mi rendea
Purgatorio;IX;​143;ciò ch'io udiva, qual prender si suole
Purgatorio;IX;​144;"quando a cantar con organi si stea;"
Purgatorio;IX;​145;ch'or sì or no s'intendon le parole.
Purgatorio;X;​1;Poi fummo dentro al soglio de la porta
Purgatorio;X;​2;che 'l mal amor de l'anime disusa,
Purgatorio;X;​3;perché fa parer dritta la via torta,
Purgatorio;X;​4;"sonando la senti' esser richiusa;"
Purgatorio;X;​5;e s'io avesse li occhi vòlti ad essa,
Purgatorio;X;​6;qual fora stata al fallo degna scusa?
Purgatorio;X;​7;Noi salavam per una pietra fessa,
Purgatorio;X;​8;che si moveva e d'una e d'altra parte,
Purgatorio;X;​9;sì come l'onda che fugge e s'appressa.
Purgatorio;X;​10;"""Qui si conviene usare un poco d'arte"","
Purgatorio;X;​11;"cominciò 'l duca mio, ""in accostarsi"
Purgatorio;X;​12;"or quinci, or quindi al lato che si parte""."
Purgatorio;X;​13;E questo fece i nostri passi scarsi,
Purgatorio;X;​14;tanto che pria lo scemo de la luna
Purgatorio;X;​15;rigiunse al letto suo per ricorcarsi,
Purgatorio;X;​16;"che noi fossimo fuor di quella cruna;"
Purgatorio;X;​17;ma quando fummo liberi e aperti
Purgatorio;X;​18;sù dove il monte in dietro si rauna,
Purgatorio;X;​19;ïo stancato e amendue incerti
Purgatorio;X;​20;di nostra via, restammo in su un piano
Purgatorio;X;​21;solingo più che strade per diserti.
Purgatorio;X;​22;Da la sua sponda, ove confina il vano,
Purgatorio;X;​23;al piè de l'alta ripa che pur sale,
Purgatorio;X;​24;"misurrebbe in tre volte un corpo umano;"
Purgatorio;X;​25;e quanto l'occhio mio potea trar d'ale,
Purgatorio;X;​26;or dal sinistro e or dal destro fianco,
Purgatorio;X;​27;questa cornice mi parea cotale.
Purgatorio;X;​28;Là sù non eran mossi i piè nostri anco,
Purgatorio;X;​29;quand'io conobbi quella ripa intorno
Purgatorio;X;​30;che dritto di salita aveva manco,
Purgatorio;X;​31;esser di marmo candido e addorno
Purgatorio;X;​32;d'intagli sì, che non pur Policleto,
Purgatorio;X;​33;ma la natura lì avrebbe scorno.
Purgatorio;X;​34;L'angel che venne in terra col decreto
Purgatorio;X;​35;de la molt'anni lagrimata pace,
Purgatorio;X;​36;ch'aperse il ciel del suo lungo divieto,
Purgatorio;X;​37;dinanzi a noi pareva sì verace
Purgatorio;X;​38;quivi intagliato in un atto soave,
Purgatorio;X;​39;che non sembiava imagine che tace.
Purgatorio;X;​40;"Giurato si saria ch'el dicesse ""Ave!"";"
Purgatorio;X;​41;perché iv'era imaginata quella
Purgatorio;X;​42;"ch'ad aprir l'alto amor volse la chiave;"
Purgatorio;X;​43;e avea in atto impressa esta favella
Purgatorio;X;​44;"""Ecce ancilla Dëi"", propriamente"
Purgatorio;X;​45;come figura in cera si suggella.
Purgatorio;X;​46;"""Non tener pur ad un loco la mente"","
Purgatorio;X;​47;disse 'l dolce maestro, che m'avea
Purgatorio;X;​48;da quella parte onde 'l cuore ha la gente.
Purgatorio;X;​49;Per ch'i' mi mossi col viso, e vedea
Purgatorio;X;​50;di retro da Maria, da quella costa
Purgatorio;X;​51;onde m'era colui che mi movea,
Purgatorio;X;​52;"un'altra storia ne la roccia imposta;"
Purgatorio;X;​53;per ch'io varcai Virgilio, e fe'mi presso,
Purgatorio;X;​54;acciò che fosse a li occhi miei disposta.
Purgatorio;X;​55;Era intagliato lì nel marmo stesso
Purgatorio;X;​56;lo carro e ' buoi, traendo l'arca santa,
Purgatorio;X;​57;per che si teme officio non commesso.
Purgatorio;X;​58;"Dinanzi parea gente; e tutta quanta,"
Purgatorio;X;​59;partita in sette cori, a' due mie' sensi
Purgatorio;X;​60;"faceva dir l'un ""No"", l'altro ""Sì, canta""."
Purgatorio;X;​61;Similemente al fummo de li 'ncensi
Purgatorio;X;​62;che v'era imaginato, li occhi e 'l naso
Purgatorio;X;​63;e al sì e al no discordi fensi.
Purgatorio;X;​64;Lì precedeva al benedetto vaso,
Purgatorio;X;​65;trescando alzato, l'umile salmista,
Purgatorio;X;​66;e più e men che re era in quel caso.
Purgatorio;X;​67;Di contra, effigïata ad una vista
Purgatorio;X;​68;d'un gran palazzo, Micòl ammirava
Purgatorio;X;​69;sì come donna dispettosa e trista.
Purgatorio;X;​70;I' mossi i piè del loco dov'io stava,
Purgatorio;X;​71;per avvisar da presso un'altra istoria,
Purgatorio;X;​72;che di dietro a Micòl mi biancheggiava.
Purgatorio;X;​73;Quiv'era storïata l'alta gloria
Purgatorio;X;​74;del roman principato, il cui valore
Purgatorio;X;​75;"mosse Gregorio a la sua gran vittoria;"
Purgatorio;X;​76;"i' dico di Traiano imperadore;"
Purgatorio;X;​77;e una vedovella li era al freno,
Purgatorio;X;​78;di lagrime atteggiata e di dolore.
Purgatorio;X;​79;Intorno a lui parea calcato e pieno
Purgatorio;X;​80;di cavalieri, e l'aguglie ne l'oro
Purgatorio;X;​81;sovr'essi in vista al vento si movieno.
Purgatorio;X;​82;La miserella intra tutti costoro
Purgatorio;X;​83;"pareva dir: ""Segnor, fammi vendetta"
Purgatorio;X;​84;"di mio figliuol ch'è morto, ond'io m'accoro"";"
Purgatorio;X;​85;"ed elli a lei rispondere: ""Or aspetta"
Purgatorio;X;​86;"tanto ch'i' torni""; e quella: ""Segnor mio"","
Purgatorio;X;​87;come persona in cui dolor s'affretta,
Purgatorio;X;​88;"""se tu non torni?""; ed ei: ""Chi fia dov'io,"
Purgatorio;X;​89;"la ti farà""; ed ella: ""L'altrui bene"
Purgatorio;X;​90;"a te che fia, se 'l tuo metti in oblio?"";"
Purgatorio;X;​91;"ond'elli: ""Or ti conforta; ch'ei convene"
Purgatorio;X;​92;ch'i' solva il mio dovere anzi ch'i' mova:
Purgatorio;X;​93;"giustizia vuole e pietà mi ritene""."
Purgatorio;X;​94;Colui che mai non vide cosa nova
Purgatorio;X;​95;produsse esto visibile parlare,
Purgatorio;X;​96;novello a noi perché qui non si trova.
Purgatorio;X;​97;Mentr'io mi dilettava di guardare
Purgatorio;X;​98;l'imagini di tante umilitadi,
Purgatorio;X;​99;e per lo fabbro loro a veder care,
Purgatorio;X;​100;"""Ecco di qua, ma fanno i passi radi"","
Purgatorio;X;​101;"mormorava il poeta, ""molte genti:"
Purgatorio;X;​102;"questi ne 'nvïeranno a li alti gradi""."
Purgatorio;X;​103;Li occhi miei, ch'a mirare eran contenti
Purgatorio;X;​104;per veder novitadi ond'e' son vaghi,
Purgatorio;X;​105;volgendosi ver' lui non furon lenti.
Purgatorio;X;​106;Non vo' però, lettor, che tu ti smaghi
Purgatorio;X;​107;di buon proponimento per udire
Purgatorio;X;​108;come Dio vuol che 'l debito si paghi.
Purgatorio;X;​109;Non attender la forma del martìre:
Purgatorio;X;​110;"pensa la succession; pensa ch'al peggio"
Purgatorio;X;​111;oltre la gran sentenza non può ire.
Purgatorio;X;​112;"Io cominciai: ""Maestro, quel ch'io veggio"
Purgatorio;X;​113;muovere a noi, non mi sembian persone,
Purgatorio;X;​114;"e non so che, sì nel veder vaneggio""."
Purgatorio;X;​115;"Ed elli a me: ""La grave condizione"
Purgatorio;X;​116;di lor tormento a terra li rannicchia,
Purgatorio;X;​117;sì che ' miei occhi pria n'ebber tencione.
Purgatorio;X;​118;Ma guarda fiso là, e disviticchia
Purgatorio;X;​119;col viso quel che vien sotto a quei sassi:
Purgatorio;X;​120;"già scorger puoi come ciascun si picchia""."
Purgatorio;X;​121;O superbi cristian, miseri lassi,
Purgatorio;X;​122;che, de la vista de la mente infermi,
Purgatorio;X;​123;fidanza avete ne' retrosi passi,
Purgatorio;X;​124;non v'accorgete voi che noi siam vermi
Purgatorio;X;​125;nati a formar l'angelica farfalla,
Purgatorio;X;​126;che vola a la giustizia sanza schermi?
Purgatorio;X;​127;Di che l'animo vostro in alto galla,
Purgatorio;X;​128;poi siete quasi antomata in difetto,
Purgatorio;X;​129;sì come vermo in cui formazion falla?
Purgatorio;X;​130;Come per sostentar solaio o tetto,
Purgatorio;X;​131;per mensola talvolta una figura
Purgatorio;X;​132;si vede giugner le ginocchia al petto,
Purgatorio;X;​133;la qual fa del non ver vera rancura
Purgatorio;X;​134;"nascere 'n chi la vede; così fatti"
Purgatorio;X;​135;vid'io color, quando puosi ben cura.
Purgatorio;X;​136;Vero è che più e meno eran contratti
Purgatorio;X;​137;"secondo ch'avien più e meno a dosso;"
Purgatorio;X;​138;e qual più pazïenza avea ne li atti,
Purgatorio;X;​139;"piangendo parea dicer: ""Più non posso""."
Purgatorio;XI;​1;"""O Padre nostro, che ne' cieli stai,"
Purgatorio;XI;​2;non circunscritto, ma per più amore
Purgatorio;XI;​3;ch'ai primi effetti di là sù tu hai,
Purgatorio;XI;​4;laudato sia 'l tuo nome e 'l tuo valore
Purgatorio;XI;​5;da ogni creatura, com'è degno
Purgatorio;XI;​6;di render grazie al tuo dolce vapore.
Purgatorio;XI;​7;Vegna ver' noi la pace del tuo regno,
Purgatorio;XI;​8;ché noi ad essa non potem da noi,
Purgatorio;XI;​9;s'ella non vien, con tutto nostro ingegno.
Purgatorio;XI;​10;Come del suo voler li angeli tuoi
Purgatorio;XI;​11;fan sacrificio a te, cantando osanna,
Purgatorio;XI;​12;così facciano li uomini de' suoi.
Purgatorio;XI;​13;Dà oggi a noi la cotidiana manna,
Purgatorio;XI;​14;sanza la qual per questo aspro diserto
Purgatorio;XI;​15;a retro va chi più di gir s'affanna.
Purgatorio;XI;​16;E come noi lo mal ch'avem sofferto
Purgatorio;XI;​17;perdoniamo a ciascuno, e tu perdona
Purgatorio;XI;​18;benigno, e non guardar lo nostro merto.
Purgatorio;XI;​19;Nostra virtù che di legger s'adona,
Purgatorio;XI;​20;non spermentar con l'antico avversaro,
Purgatorio;XI;​21;ma libera da lui che sì la sprona.
Purgatorio;XI;​22;Quest'ultima preghiera, segnor caro,
Purgatorio;XI;​23;già non si fa per noi, ché non bisogna,
Purgatorio;XI;​24;"ma per color che dietro a noi restaro""."
Purgatorio;XI;​25;Così a sé e noi buona ramogna
Purgatorio;XI;​26;quell'ombre orando, andavan sotto 'l pondo,
Purgatorio;XI;​27;simile a quel che tal volta si sogna,
Purgatorio;XI;​28;disparmente angosciate tutte a tondo
Purgatorio;XI;​29;e lasse su per la prima cornice,
Purgatorio;XI;​30;purgando la caligine del mondo.
Purgatorio;XI;​31;Se di là sempre ben per noi si dice,
Purgatorio;XI;​32;di qua che dire e far per lor si puote
Purgatorio;XI;​33;da quei ch'hanno al voler buona radice?
Purgatorio;XI;​34;Ben si de' loro atar lavar le note
Purgatorio;XI;​35;che portar quinci, sì che, mondi e lievi,
