cantica;canto;range_versi;frase
Purgatorio;X;​118-119;Ma guarda fiso là, e disviticchia col viso quel che vien sotto a quei sassi:
Purgatorio;X;​120;"già scorger puoi come ciascun si picchia""."
Purgatorio;X;​121-126;O superbi cristian, miseri lassi, che, de la vista de la mente infermi, fidanza avete ne' retrosi passi, non v'accorgete voi che noi siam vermi nati a formar l'angelica farfalla, che vola a la giustizia sanza schermi?
Purgatorio;X;​127-129;Di che l'animo vostro in alto galla, poi siete quasi antomata in difetto, sì come vermo in cui formazion falla?
Purgatorio;X;​130-134;"Come per sostentar solaio o tetto, per mensola talvolta una figura si vede giugner le ginocchia al petto, la qual fa del non ver vera rancura nascere 'n chi la vede;"
Purgatorio;X;​134-135;così fatti vid'io color, quando puosi ben cura.
Purgatorio;X;​136-137;"Vero è che più e meno eran contratti secondo ch'avien più e meno a dosso;"
Purgatorio;X;​138-139;e qual più pazïenza avea ne li atti, piangendo parea dicer:
Purgatorio;X;​139;"""Più non posso""."
Purgatorio;XI;​1-6;"""O Padre nostro, che ne' cieli stai, non circunscritto, ma per più amore ch'ai primi effetti di là sù tu hai, laudato sia 'l tuo nome e 'l tuo valore da ogni creatura, com'è degno di render grazie al tuo dolce vapore."
Purgatorio;XI;​7-9;Vegna ver' noi la pace del tuo regno, ché noi ad essa non potem da noi, s'ella non vien, con tutto nostro ingegno.
Purgatorio;XI;​10-12;Come del suo voler li angeli tuoi fan sacrificio a te, cantando osanna, così facciano li uomini de' suoi.
Purgatorio;XI;​13-15;Dà oggi a noi la cotidiana manna, sanza la qual per questo aspro diserto a retro va chi più di gir s'affanna.
Purgatorio;XI;​16-18;E come noi lo mal ch'avem sofferto perdoniamo a ciascuno, e tu perdona benigno, e non guardar lo nostro merto.
Purgatorio;XI;​19-21;Nostra virtù che di legger s'adona, non spermentar con l'antico avversaro, ma libera da lui che sì la sprona.
Purgatorio;XI;​22-24;"Quest'ultima preghiera, segnor caro, già non si fa per noi, ché non bisogna, ma per color che dietro a noi restaro""."
Purgatorio;XI;​25-30;Così a sé e noi buona ramogna quell'ombre orando, andavan sotto 'l pondo, simile a quel che tal volta si sogna, disparmente angosciate tutte a tondo e lasse su per la prima cornice, purgando la caligine del mondo.
Purgatorio;XI;​31-33;Se di là sempre ben per noi si dice, di qua che dire e far per lor si puote da quei ch'hanno al voler buona radice?
Purgatorio;XI;​34-36;Ben si de' loro atar lavar le note che portar quinci, sì che, mondi e lievi, possano uscire a le stellate ruote.
Purgatorio;XI;​37-41;"""Deh, se giustizia e pietà vi disgrievi tosto, sì che possiate muover l'ala, che secondo il disio vostro vi lievi, mostrate da qual mano inver' la scala si va più corto;"
Purgatorio;XI;​41-42;"e se c'è più d'un varco, quel ne 'nsegnate che men erto cala;"
Purgatorio;XI;​43-45;"ché questi che vien meco, per lo 'ncarco de la carne d'Adamo onde si veste, al montar sù, contra sua voglia, è parco""."
Purgatorio;XI;​46-48;"Le lor parole, che rendero a queste che dette avea colui cu' io seguiva, non fur da cui venisser manifeste;"
Purgatorio;XI;​49;ma fu detto:
Purgatorio;XI;​49-51;"""A man destra per la riva con noi venite, e troverete il passo possibile a salir persona viva."
Purgatorio;XI;​52-57;E s'io non fossi impedito dal sasso che la cervice mia superba doma, onde portar convienmi il viso basso, cotesti, ch'ancor vive e non si noma, guardere' io, per veder s'i' 'l conosco, e per farlo pietoso a questa soma.
Purgatorio;XI;​58;Io fui latino e nato d'un gran Tosco:
Purgatorio;XI;​59;"Guiglielmo Aldobrandesco fu mio padre;"
Purgatorio;XI;​60;non so se 'l nome suo già mai fu vosco.
Purgatorio;XI;​61-66;L'antico sangue e l'opere leggiadre d'i miei maggior mi fer sì arrogante, che, non pensando a la comune madre, ogn'uomo ebbi in despetto tanto avante, ch'io ne mori', come i Sanesi sanno, e sallo in Campagnatico ogne fante.
Purgatorio;XI;​67;"Io sono Omberto;"
Purgatorio;XI;​67-69;e non pur a me danno superbia fa, ché tutti miei consorti ha ella tratti seco nel malanno.
Purgatorio;XI;​70-72;"E qui convien ch'io questo peso porti per lei, tanto che a Dio si sodisfaccia, poi ch'io nol fe' tra ' vivi, qui tra ' morti""."
Purgatorio;XI;​73;"Ascoltando chinai in giù la faccia;"
Purgatorio;XI;​74-78;e un di lor, non questi che parlava, si torse sotto il peso che li 'mpaccia, e videmi e conobbemi e chiamava, tenendo li occhi con fatica fisi a me che tutto chin con loro andava.
Purgatorio;XI;​79-81;"""Oh!"", diss'io lui, ""non se' tu Oderisi, l'onor d'Agobbio e l'onor di quell'arte ch'alluminar chiamata è in Parisi?"
Purgatorio;XI;​82-83;"""Frate"", diss'elli, ""più ridon le carte che pennelleggia Franco Bolognese;"
Purgatorio;XI;​84;l'onore è tutto or suo, e mio in parte.
Purgatorio;XI;​85-87;Ben non sare' io stato sì cortese mentre ch'io vissi, per lo gran disio de l'eccellenza ove mio core intese.
Purgatorio;XI;​88;"Di tal superbia qui si paga il fio;"
Purgatorio;XI;​89-90;e ancor non sarei qui, se non fosse che, possendo peccar, mi volsi a Dio.
Purgatorio;XI;​91-93;Oh vana gloria de l'umane posse! com' poco verde in su la cima dura, se non è giunta da l'etati grosse!
Purgatorio;XI;​94-96;Credette Cimabue ne la pittura tener lo campo, e ora ha Giotto il grido, sì che la fama di colui è scura.
Purgatorio;XI;​97-98;"Così ha tolto l'uno a l'altro Guido la gloria de la lingua;"
Purgatorio;XI;​98-99;e forse è nato chi l'uno e l'altro caccerà del nido.
Purgatorio;XI;​100-102;Non è il mondan romore altro ch'un fiato di vento, ch'or vien quinci e or vien quindi, e muta nome perché muta lato.
Purgatorio;XI;​103-106;"Che voce avrai tu più, se vecchia scindi da te la carne, che se fossi morto anzi che tu lasciassi il ""pappo"" e 'l ""dindi"", pria che passin mill'anni?"
Purgatorio;XI;​106-108;ch'è più corto spazio a l'etterno, ch'un muover di ciglia al cerchio che più tardi in cielo è torto.
Purgatorio;XI;​109-110;"Colui che del cammin sì poco piglia dinanzi a me, Toscana sonò tutta;"
Purgatorio;XI;​111-114;e ora a pena in Siena sen pispiglia, ond'era sire quando fu distrutta la rabbia fiorentina, che superba fu a quel tempo sì com'ora è putta.
Purgatorio;XI;​115-117;"La vostra nominanza è color d'erba, che viene e va, e quei la discolora per cui ella esce de la terra acerba""."
Purgatorio;XI;​118;E io a lui:
Purgatorio;XI;​118-119;"""Tuo vero dir m'incora bona umiltà, e gran tumor m'appiani;"
Purgatorio;XI;​120;ma chi è quei di cui tu parlavi ora?
Purgatorio;XI;​121;"""Quelli è"", rispuose, ""Provenzan Salvani;"
Purgatorio;XI;​122-123;ed è qui perché fu presuntüoso a recar Siena tutta a le sue mani.
Purgatorio;XI;​124-126;"Ito è così e va, sanza riposo, poi che morì; cotal moneta rende a sodisfar chi è di là troppo oso""."
Purgatorio;XI;​127;E io:
Purgatorio;XI;​127-132;"""Se quello spirito ch'attende, pria che si penta, l'orlo de la vita, qua giù dimora e qua sù non ascende, se buona orazïon lui non aita, prima che passi tempo quanto visse, come fu la venuta lui largita?""."
Purgatorio;XI;​133-135;"""Quando vivea più glorïoso"", disse, ""liberamente nel Campo di Siena, ogne vergogna diposta, s'affisse;"
Purgatorio;XI;​136-138;e lì, per trar l'amico suo di pena, ch'e' sostenea ne la prigion di Carlo, si condusse a tremar per ogne vena.
Purgatorio;XI;​139;"Più non dirò, e scuro so che parlo;"
Purgatorio;XI;​140-141;ma poco tempo andrà, che ' tuoi vicini faranno sì che tu potrai chiosarlo.
Purgatorio;XI;​142;"Quest'opera li tolse quei confini""."
Purgatorio;XII;​1-3;Di pari, come buoi che vanno a giogo, m'andava io con quell'anima carca, fin che 'l sofferse il dolce pedagogo.
Purgatorio;XII;​4;Ma quando disse:
Purgatorio;XII;​4;"""Lascia lui e varca;"
Purgatorio;XII;​5-6;"ché qui è buono con l'ali e coi remi, quantunque può, ciascun pinger sua barca"";"
Purgatorio;XII;​7-9;dritto sì come andar vuolsi rife'mi con la persona, avvegna che i pensieri mi rimanessero e chinati e scemi.
Purgatorio;XII;​10-12;"Io m'era mosso, e seguia volontieri del mio maestro i passi, e amendue già mostravam com'eravam leggeri;"
Purgatorio;XII;​13;ed el mi disse:
Purgatorio;XII;​13;"""Volgi li occhi in giùe:"
Purgatorio;XII;​14-15;"buon ti sarà, per tranquillar la via, veder lo letto de le piante tue""."
Purgatorio;XII;​16-21;"Come, perché di lor memoria sia, sovra i sepolti le tombe terragne portan segnato quel ch'elli eran pria, onde lì molte volte si ripiagne per la puntura de la rimembranza, che solo a' pïi dà de le calcagne;"
Purgatorio;XII;​22-24;sì vid'io lì, ma di miglior sembianza secondo l'artificio, figurato quanto per via di fuor del monte avanza.
Purgatorio;XII;​25-27;Vedea colui che fu nobil creato più ch'altra creatura, giù dal cielo folgoreggiando scender, da l'un lato.
Purgatorio;XII;​28-30;Vedëa Brïareo, fitto dal telo celestïal giacer, da l'altra parte, grave a la terra per lo mortal gelo.
Purgatorio;XII;​31-33;Vedea Timbreo, vedea Pallade e Marte, armati ancora, intorno al padre loro, mirar le membra d'i Giganti sparte.
Purgatorio;XII;​34-36;Vedea Nembròt a piè del gran lavoro quasi smarrito, e riguardar le genti che 'n Sennaàr con lui superbi fuoro.
Purgatorio;XII;​37-39;O Nïobè, con che occhi dolenti vedea io te segnata in su la strada, tra sette e sette tuoi figliuoli spenti!
Purgatorio;XII;​40-42;O Saùl, come in su la propria spada quivi parevi morto in Gelboè, che poi non sentì pioggia né rugiada!
Purgatorio;XII;​43-45;O folle Aragne, sì vedea io te già mezza ragna, trista in su li stracci de l'opera che mal per te si fé.
Purgatorio;XII;​46-47;"O Roboàm, già non par che minacci quivi 'l tuo segno;"
Purgatorio;XII;​47-48;ma pien di spavento nel porta un carro, sanza ch'altri il cacci.
Purgatorio;XII;​49-51;Mostrava ancor lo duro pavimento come Almeon a sua madre fé caro parer lo sventurato addornamento.
Purgatorio;XII;​52-54;Mostrava come i figli si gittaro sovra Sennacherìb dentro dal tempio, e come, morto lui, quivi il lasciaro.
Purgatorio;XII;​55-56;Mostrava la ruina e 'l crudo scempio che fé Tamiri, quando disse a Ciro:
Purgatorio;XII;​57;"""Sangue sitisti, e io di sangue t'empio""."
Purgatorio;XII;​58-60;Mostrava come in rotta si fuggiro li Assiri, poi che fu morto Oloferne, e anche le reliquie del martiro.
Purgatorio;XII;​61;"Vedeva Troia in cenere e in caverne;"
Purgatorio;XII;​62-63;o Ilï¢n, come te basso e vile mostrava il segno che lì si discerne!
Purgatorio;XII;​64-66;Qual di pennel fu maestro o di stile che ritraesse l'ombre e ' tratti ch'ivi mirar farieno uno ingegno sottile?
Purgatorio;XII;​67;Morti li morti e i vivi parean vivi:
Purgatorio;XII;​68-69;non vide mei di me chi vide il vero, quant'io calcai, fin che chinato givi.
Purgatorio;XII;​70-72;Or superbite, e via col viso altero, figliuoli d'Eva, e non chinate il volto sì che veggiate il vostro mal sentero!
Purgatorio;XII;​73-77;Più era già per noi del monte vòlto e del cammin del sole assai più speso che non stimava l'animo non sciolto, quando colui che sempre innanzi atteso andava, cominciò:
Purgatorio;XII;​77;"""Drizza la testa;"
Purgatorio;XII;​78;non è più tempo di gir sì sospeso.
Purgatorio;XII;​79-80;"Vedi colà un angel che s'appresta per venir verso noi;"
Purgatorio;XII;​80-81;vedi che torna dal servigio del dì l'ancella sesta.
Purgatorio;XII;​82-83;"Di reverenza il viso e li atti addorna, sì che i diletti lo 'nvïarci in suso;"
Purgatorio;XII;​84;"pensa che questo dì mai non raggiorna!""."
Purgatorio;XII;​85-87;Io era ben del suo ammonir uso pur di non perder tempo, sì che 'n quella materia non potea parlarmi chiuso.
Purgatorio;XII;​88-90;A noi venìa la creatura bella, biancovestito e ne la faccia quale par tremolando mattutina stella.
Purgatorio;XII;​91;"Le braccia aperse, e indi aperse l'ale;"
Purgatorio;XII;​4;disse:
Purgatorio;XII;​92;"""Venite:"
Purgatorio;XII;​92-93;qui son presso i gradi, e agevolemente omai si sale.
Purgatorio;XII;​94;A questo invito vegnon molto radi:
Purgatorio;XII;​95-96;o gente umana, per volar sù nata, perché a poco vento così cadi?
Purgatorio;XII;​97;"Menocci ove la roccia era tagliata;"
Purgatorio;XII;​98;"quivi mi batté l'ali per la fronte;"
Purgatorio;XII;​99;poi mi promise sicura l'andata.
Purgatorio;XII;​100-105;"Come a man destra, per salire al monte dove siede la chiesa che soggioga la ben guidata sopra Rubaconte, si rompe del montar l'ardita foga per le scalee che si fero ad etade ch'era sicuro il quaderno e la doga;"
Purgatorio;XII;​106-107;"così s'allenta la ripa che cade quivi ben ratta da l'altro girone;"
Purgatorio;XII;​108;ma quinci e quindi l'alta pietra rade.
Purgatorio;XII;​109-111;"Noi volgendo ivi le nostre persone, ""Beati pauperes spiritu!"" voci cantaron sì, che nol diria sermone."
Purgatorio;XII;​112-113;Ahi quanto son diverse quelle foci da l'infernali!
Purgatorio;XII;​113-114;ché quivi per canti s'entra, e là giù per lamenti feroci.
Purgatorio;XII;​115-117;Già montavam su per li scaglion santi, ed esser mi parea troppo più lieve che per lo pian non mi parea davanti.
Purgatorio;XII;​118;Ond'io:
Purgatorio;XII;​118-120;"""Maestro, dì, qual cosa greve levata s'è da me, che nulla quasi per me fatica, andando, si riceve?""."
Purgatorio;XII;​121;Rispuose:
Purgatorio;XII;​121-126;"""Quando i P che son rimasi ancor nel volto tuo presso che stinti, saranno, com'è l'un, del tutto rasi, fier li tuoi piè dal buon voler sì vinti, che non pur non fatica sentiranno, ma fia diletto loro esser sù pinti""."
Purgatorio;XII;​127-129;"Allor fec'io come color che vanno con cosa in capo non da lor saputa, se non che ' cenni altrui sospecciar fanno;"
Purgatorio;XII;​130-132;"per che la mano ad accertar s'aiuta, e cerca e truova e quello officio adempie che non si può fornir per la veduta;"
Purgatorio;XII;​133-135;e con le dita de la destra scempie trovai pur sei le lettere che 'ncise quel da le chiavi a me sovra le tempie:
Purgatorio;XII;​136;a che guardando, il mio duca sorrise.
Purgatorio;XIII;​1-3;Noi eravamo al sommo de la scala, dove secondamente si risega lo monte che salendo altrui dismala.
Purgatorio;XIII;​4-5;"Ivi così una cornice lega dintorno il poggio, come la primaia;"
Purgatorio;XIII;​6;se non che l'arco suo più tosto piega.
Purgatorio;XIII;​7;Ombra non lì è né segno che si paia:
Purgatorio;XIII;​8-9;parsi la ripa e parsi la via schietta col livido color de la petraia.
Purgatorio;XIII;​10-12;"""Se qui per dimandar gente s'aspetta"", ragionava il poeta, ""io temo forse che troppo avrà d'indugio nostra eletta""."
Purgatorio;XIII;​13;"Poi fisamente al sole li occhi porse;"
Purgatorio;XIII;​14-15;fece del destro lato a muover centro, e la sinistra parte di sé torse.
Purgatorio;XIII;​16-18;"""O dolce lume a cui fidanza i' entro per lo novo cammin, tu ne conduci"", dicea, ""come condur si vuol quinc'entro."
Purgatorio;XIII;​19;"Tu scaldi il mondo, tu sovr'esso luci;"
Purgatorio;XIII;​20-21;"s'altra ragione in contrario non ponta, esser dien sempre li tuoi raggi duci""."
Purgatorio;XIII;​22-24;"Quanto di qua per un migliaio si conta, tanto di là eravam noi già iti, con poco tempo, per la voglia pronta;"
Purgatorio;XIII;​25-27;e verso noi volar furon sentiti, non però visti, spiriti parlando a la mensa d'amor cortesi inviti.
Purgatorio;XIII;​28-30;"La prima voce che passò volando ""Vinum non habent"" altamente disse, e dietro a noi l'andò reïterando."
Purgatorio;XIII;​31-33;"E prima che del tutto non si udisse per allungarsi, un'altra ""I' sono Oreste"" passò gridando, e anco non s'affisse."
Purgatorio;XIII;​34;"""Oh!"", diss'io, ""padre, che voci son queste?""."
Purgatorio;XIII;​35-36;E com'io domandai, ecco la terza dicendo:
Purgatorio;XIII;​36;"""Amate da cui male aveste""."
Purgatorio;XIII;​37;E 'l buon maestro:
Purgatorio;XIII;​37-39;"""Questo cinghio sferza la colpa de la invidia, e però sono tratte d'amor le corde de la ferza."
Purgatorio;XIII;​40;"Lo fren vuol esser del contrario suono;"
Purgatorio;XIII;​41-42;credo che l'udirai, per mio avviso, prima che giunghi al passo del perdono.
Purgatorio;XIII;​43-45;"Ma ficca li occhi per l'aere ben fiso, e vedrai gente innanzi a noi sedersi, e ciascuno è lungo la grotta assiso""."
Purgatorio;XIII;​46;"Allora più che prima li occhi apersi;"
Purgatorio;XIII;​47-48;guarda'mi innanzi, e vidi ombre con manti al color de la pietra non diversi.
Purgatorio;XIII;​49-50;E poi che fummo un poco più avanti, udia gridar:
Purgatorio;XIII;​50;"""Maria, òra per noi"":"
Purgatorio;XIII;​51;"gridar ""Michele"" e ""Pietro"", e ""Tutti santi""."
Purgatorio;XIII;​52-54;"Non credo che per terra vada ancoi omo sì duro, che non fosse punto per compassion di quel ch'i' vidi poi;"
Purgatorio;XIII;​55-57;ché, quando fui sì presso di lor giunto, che li atti loro a me venivan certi, per li occhi fui di grave dolor munto.
