cantica;canto;range_versi;terzina
Inferno;XXIII;1_3;Taciti, soli, sanza compagnia n'andavam l'un dinanzi e l'altro dopo, come frati minor vanno per via.
Inferno;XXIII;4_6;"Vòlt'era in su la favola d'Isopo lo mio pensier per la presente rissa, dov'el parlò de la rana e del topo;"
Inferno;XXIII;7_9;"ché più non si pareggia ""mo"" e ""issa"" che l'un con l'altro fa, se ben s'accoppia principio e fine con la mente fissa."
Inferno;XXIII;10_12;E come l'un pensier de l'altro scoppia, così nacque di quello un altro poi, che la prima paura mi fé doppia.
Inferno;XXIII;13_15;"Io pensava così: ""Questi per noi sono scherniti con danno e con beffa sì fatta, ch'assai credo che lor nòi."
Inferno;XXIII;16_18;"Se l'ira sovra 'l mal voler s'aggueffa, ei ne verranno dietro più crudeli che 'l cane a quella lievre ch'elli acceffa""."
Inferno;XXIII;19_21;"Già mi sentia tutti arricciar li peli de la paura e stava in dietro intento, quand'io dissi: ""Maestro, se non celi"
Inferno;XXIII;22_24;"te e me tostamente, i' ho pavento d'i Malebranche. Noi li avem già dietro; io li 'magino sì, che già li sento""."
Inferno;XXIII;25_27;"E quei: ""S'i' fossi di piombato vetro, l'imagine di fuor tua non trarrei più tosto a me, che quella dentro 'mpetro."
Inferno;XXIII;28_30;Pur mo venieno i tuo' pensier tra ' miei, con simile atto e con simile faccia, sì che d'intrambi un sol consiglio fei.
Inferno;XXIII;31_33;"S'elli è che sì la destra costa giaccia, che noi possiam ne l'altra bolgia scendere, noi fuggirem l'imaginata caccia""."
Inferno;XXIII;34_36;Già non compié di tal consiglio rendere, ch'io li vidi venir con l'ali tese non molto lungi, per volerne prendere.
Inferno;XXIII;37_39;Lo duca mio di sùbito mi prese, come la madre ch'al romore è desta e vede presso a sé le fiamme accese,
Inferno;XXIII;40_42;"che prende il figlio e fugge e non s'arresta, avendo più di lui che di sé cura, tanto che solo una camiscia vesta;"
Inferno;XXIII;43_45;e giù dal collo de la ripa dura supin si diede a la pendente roccia, che l'un de' lati a l'altra bolgia tura.
Inferno;XXIII;46_48;Non corse mai sì tosto acqua per doccia a volger ruota di molin terragno, quand'ella più verso le pale approccia,
Inferno;XXIII;49_51;come 'l maestro mio per quel vivagno, portandosene me sovra 'l suo petto, come suo figlio, non come compagno.
Inferno;XXIII;52_54;"A pena fuoro i piè suoi giunti al letto del fondo giù, ch'e' furon in sul colle sovresso noi; ma non lì era sospetto:"
Inferno;XXIII;55_57;ché l'alta provedenza che lor volle porre ministri de la fossa quinta, poder di partirs'indi a tutti tolle.
Inferno;XXIII;58_60;Là giù trovammo una gente dipinta che giva intorno assai con lenti passi, piangendo e nel sembiante stanca e vinta.
Inferno;XXIII;61_63;Elli avean cappe con cappucci bassi dinanzi a li occhi, fatte de la taglia che in Clugnì per li monaci fassi.
Inferno;XXIII;64_66;"Di fuor dorate son, sì ch'elli abbaglia; ma dentro tutte piombo, e gravi tanto, che Federigo le mettea di paglia."
Inferno;XXIII;67_69;"Oh in etterno faticoso manto! Noi ci volgemmo ancor pur a man manca con loro insieme, intenti al tristo pianto;"
Inferno;XXIII;70_72;ma per lo peso quella gente stanca venìa sì pian, che noi eravam nuovi di compagnia ad ogne mover d'anca.
Inferno;XXIII;73_75;"Per ch'io al duca mio: ""Fa che tu trovi alcun ch'al fatto o al nome si conosca, e li occhi, sì andando, intorno movi""."
Inferno;XXIII;76_78;"E un che 'ntese la parola tosca, di retro a noi gridò: ""Tenete i piedi, voi che correte sì per l'aura fosca!"
Inferno;XXIII;79_81;"Forse ch'avrai da me quel che tu chiedi"". Onde 'l duca si volse e disse: ""Aspetta, e poi secondo il suo passo procedi""."
Inferno;XXIII;82_84;"Ristetti, e vidi due mostrar gran fretta de l'animo, col viso, d'esser meco; ma tardavali 'l carco e la via stretta."
Inferno;XXIII;85_87;"Quando fuor giunti, assai con l'occhio bieco mi rimiraron sanza far parola; poi si volsero in sé, e dicean seco:"
Inferno;XXIII;88_90;"""Costui par vivo a l'atto de la gola; e s'e' son morti, per qual privilegio vanno scoperti de la grave stola?""."
Inferno;XXIII;91_93;"Poi disser me: ""O Tosco, ch'al collegio de l'ipocriti tristi se' venuto, dir chi tu se' non avere in dispregio""."
Inferno;XXIII;94_96;"E io a loro: ""I' fui nato e cresciuto sovra 'l bel fiume d'Arno a la gran villa, e son col corpo ch'i' ho sempre avuto."
Inferno;XXIII;97_99;"Ma voi chi siete, a cui tanto distilla quant'i' veggio dolor giù per le guance? e che pena è in voi che sì sfavilla?""."
Inferno;XXIII;100_102;"E l'un rispuose a me: ""Le cappe rance son di piombo sì grosse, che li pesi fan così cigolar le lor bilance."
Inferno;XXIII;103_105;"Frati godenti fummo, e bolognesi; io Catalano e questi Loderingo nomati, e da tua terra insieme presi"
Inferno;XXIII;106_108;"come suole esser tolto un uom solingo, per conservar sua pace; e fummo tali, ch'ancor si pare intorno dal Gardingo""."
Inferno;XXIII;109_111;"Io cominciai: ""O frati, i vostri mali...""; ma più non dissi, ch'a l'occhio mi corse un, crucifisso in terra con tre pali."
Inferno;XXIII;112_114;"Quando mi vide, tutto si distorse, soffiando ne la barba con sospiri; e 'l frate Catalan, ch'a ciò s'accorse,"
Inferno;XXIII;115_117;"mi disse: ""Quel confitto che tu miri, consigliò i Farisei che convenia porre un uom per lo popolo a' martìri."
Inferno;XXIII;118_120;Attraversato è, nudo, ne la via, come tu vedi, ed è mestier ch'el senta qualunque passa, come pesa, pria.
Inferno;XXIII;121_123;"E a tal modo il socero si stenta in questa fossa, e li altri dal concilio che fu per li Giudei mala sementa""."
Inferno;XXIII;124_126;Allor vid'io maravigliar Virgilio sovra colui ch'era disteso in croce tanto vilmente ne l'etterno essilio.
Inferno;XXIII;127_129;"Poscia drizzò al frate cotal voce: ""Non vi dispiaccia, se vi lece, dirci s'a la man destra giace alcuna foce"
Inferno;XXIII;130_132;"onde noi amendue possiamo uscirci, sanza costrigner de li angeli neri che vegnan d'esto fondo a dipartirci""."
Inferno;XXIII;133_135;"Rispuose adunque: ""Più che tu non speri s'appressa un sasso che de la gran cerchia si move e varca tutt'i vallon feri,"
Inferno;XXIII;136_138;"salvo che 'n questo è rotto e nol coperchia; montar potrete su per la ruina, che giace in costa e nel fondo soperchia""."
Inferno;XXIII;139_141;"Lo duca stette un poco a testa china; poi disse: ""Mal contava la bisogna colui che i peccator di qua uncina""."
Inferno;XXIII;142_144;"E 'l frate: ""Io udi' già dire a Bologna del diavol vizi assai, tra ' quali udi' ch'elli è bugiardo e padre di menzogna""."
Inferno;XXIII;145_147;"Appresso il duca a gran passi sen gì, turbato un poco d'ira nel sembiante; ond'io da li 'ncarcati mi parti'"
Inferno;XXIII;148;dietro a le poste de le care piante.
Inferno;XXIV;1_3;In quella parte del giovanetto anno che 'l sole i crin sotto l'Aquario tempra e già le notti al mezzo dì sen vanno,
Inferno;XXIV;4_6;quando la brina in su la terra assempra l'imagine di sua sorella bianca, ma poco dura a la sua penna tempra,
Inferno;XXIV;7_9;"lo villanello a cui la roba manca, si leva, e guarda, e vede la campagna biancheggiar tutta; ond'ei si batte l'anca,"
Inferno;XXIV;10_12;"ritorna in casa, e qua e là si lagna, come 'l tapin che non sa che si faccia; poi riede, e la speranza ringavagna,"
Inferno;XXIV;13_15;veggendo 'l mondo aver cangiata faccia in poco d'ora, e prende suo vincastro, e fuor le pecorelle a pascer caccia.
Inferno;XXIV;16_18;"Così mi fece sbigottir lo mastro quand'io li vidi sì turbar la fronte, e così tosto al mal giunse lo 'mpiastro;"
Inferno;XXIV;19_21;ché, come noi venimmo al guasto ponte, lo duca a me si volse con quel piglio dolce ch'io vidi prima a piè del monte.
Inferno;XXIV;22_24;Le braccia aperse, dopo alcun consiglio eletto seco riguardando prima ben la ruina, e diedemi di piglio.
Inferno;XXIV;25_27;E come quei ch'adopera ed estima, che sempre par che 'nnanzi si proveggia, così, levando me sù ver' la cima
Inferno;XXIV;28_30;"d'un ronchione, avvisava un'altra scheggia dicendo: ""Sovra quella poi t'aggrappa; ma tenta pria s'è tal ch'ella ti reggia""."
Inferno;XXIV;31_33;Non era via da vestito di cappa, ché noi a pena, ei lieve e io sospinto, potavam sù montar di chiappa in chiappa.
Inferno;XXIV;34_36;E se non fosse che da quel precinto più che da l'altro era la costa corta, non so di lui, ma io sarei ben vinto.
Inferno;XXIV;37_39;Ma perché Malebolge inver' la porta del bassissimo pozzo tutta pende, lo sito di ciascuna valle porta
Inferno;XXIV;40_42;"che l'una costa surge e l'altra scende; noi pur venimmo al fine in su la punta onde l'ultima pietra si scoscende."
Inferno;XXIV;43_45;La lena m'era del polmon sì munta quand'io fui sù, ch'i' non potea più oltre, anzi m'assisi ne la prima giunta.
Inferno;XXIV;46_48;"""Omai convien che tu così ti spoltre"", disse 'l maestro; ""ché, seggendo in piuma, in fama non si vien, né sotto coltre;"
Inferno;XXIV;49_51;sanza la qual chi sua vita consuma, cotal vestigio in terra di sé lascia, qual fummo in aere e in acqua la schiuma.
Inferno;XXIV;52_54;"E però leva sù; vinci l'ambascia con l'animo che vince ogne battaglia, se col suo grave corpo non s'accascia."
Inferno;XXIV;55_57;"Più lunga scala convien che si saglia; non basta da costoro esser partito. Se tu mi 'ntendi, or fa sì che ti vaglia""."
Inferno;XXIV;58_60;"Leva'mi allor, mostrandomi fornito meglio di lena ch'i' non mi sentìa, e dissi: ""Va, ch'i' son forte e ardito""."
Inferno;XXIV;61_63;Su per lo scoglio prendemmo la via, ch'era ronchioso, stretto e malagevole, ed erto più assai che quel di pria.
Inferno;XXIV;64_66;"Parlando andava per non parer fievole; onde una voce uscì de l'altro fosso, a parole formar disconvenevole."
Inferno;XXIV;67_69;"Non so che disse, ancor che sovra 'l dosso fossi de l'arco già che varca quivi; ma chi parlava ad ire parea mosso."
Inferno;XXIV;70_72;"Io era vòlto in giù, ma li occhi vivi non poteano ire al fondo per lo scuro; per ch'io: ""Maestro, fa che tu arrivi"
Inferno;XXIV;73_75;"da l'altro cinghio e dismontiam lo muro; ché, com'i' odo quinci e non intendo, così giù veggio e neente affiguro""."
Inferno;XXIV;76_78;"""Altra risposta"", disse, ""non ti rendo se non lo far; ché la dimanda onesta si de' seguir con l'opera tacendo""."
Inferno;XXIV;79_81;Noi discendemmo il ponte da la testa dove s'aggiugne con l'ottava ripa, e poi mi fu la bolgia manifesta:
Inferno;XXIV;82_84;e vidivi entro terribile stipa di serpenti, e di sì diversa mena che la memoria il sangue ancor mi scipa.
Inferno;XXIV;85_87;"Più non si vanti Libia con sua rena; ché se chelidri, iaculi e faree produce, e cencri con anfisibena,"
Inferno;XXIV;88_90;né tante pestilenzie né sì ree mostrò già mai con tutta l'Etïopia né con ciò che di sopra al Mar Rosso èe.
Inferno;XXIV;91_93;Tra questa cruda e tristissima copia Corrëan genti nude e spaventate, sanza sperar pertugio o elitropia:
Inferno;XXIV;94_96;"con serpi le man dietro avean legate; quelle ficcavan per le ren la coda e 'l capo, ed eran dinanzi aggroppate."
Inferno;XXIV;97_99;Ed ecco a un ch'era da nostra proda, s'avventò un serpente che 'l trafisse là dove 'l collo a le spalle s'annoda.
Inferno;XXIV;100_102;"Né O sì tosto mai né I si scrisse, com'el s'accese e arse, e cener tutto convenne che cascando divenisse;"
Inferno;XXIV;103_105;e poi che fu a terra sì distrutto, la polver si raccolse per sé stessa, e 'n quel medesmo ritornò di butto.
Inferno;XXIV;106_108;"Così per li gran savi si confessa che la fenice more e poi rinasce, quando al cinquecentesimo anno appressa;"
Inferno;XXIV;109_111;erba né biado in sua vita non pasce, ma sol d'incenso lagrime e d'amomo, e nardo e mirra son l'ultime fasce.
Inferno;XXIV;112_114;E qual è quel che cade, e non sa como, per forza di demon ch'a terra il tira, o d'altra oppilazion che lega l'omo,
Inferno;XXIV;115_117;quando si leva, che 'ntorno si mira tutto smarrito de la grande angoscia ch'elli ha sofferta, e guardando sospira:
Inferno;XXIV;118_120;tal era 'l peccator levato poscia. Oh potenza di Dio, quant'è severa, che cotai colpi per vendetta croscia!
Inferno;XXIV;121_123;"Lo duca il domandò poi chi ello era; per ch'ei rispuose: ""Io piovvi di Toscana, poco tempo è, in questa gola fiera."
Inferno;XXIV;124_126;"Vita bestial mi piacque e non umana, sì come a mul ch'i' fui; son Vanni Fucci bestia, e Pistoia mi fu degna tana""."
Inferno;XXIV;127_129;"E ïo al duca: ""Dilli che non mucci, e domanda che colpa qua giù 'l pinse; ch'io 'l vidi uomo di sangue e di crucci""."
Inferno;XXIV;130_132;"E 'l peccator, che 'ntese, non s'infinse, ma drizzò verso me l'animo e 'l volto, e di trista vergogna si dipinse;"
Inferno;XXIV;133_135;"poi disse: ""Più mi duol che tu m'hai colto ne la miseria dove tu mi vedi, che quando fui de l'altra vita tolto."
Inferno;XXIV;136_138;"Io non posso negar quel che tu chiedi; in giù son messo tanto perch'io fui ladro a la sagrestia d'i belli arredi,"
Inferno;XXIV;139_141;e falsamente già fu apposto altrui. Ma perché di tal vista tu non godi, se mai sarai di fuor da' luoghi bui,
Inferno;XXIV;142_144;"apri li orecchi al mio annunzio, e odi: Pistoia in pria d'i Neri si dimagra; poi Fiorenza rinova gente e modi."
Inferno;XXIV;145_147;"Tragge Marte vapor di Val di Magra ch'è di torbidi nuvoli involuto; e con tempesta impetüosa e agra"
Inferno;XXIV;148_150;"sovra Campo Picen fia combattuto; ond'ei repente spezzerà la nebbia, sì ch'ogne Bianco ne sarà feruto."
Inferno;XXIV;151;"E detto l'ho perché doler ti debbia!""."
Inferno;XXV;1_3;"Al fine de le sue parole il ladro le mani alzò con amendue le fiche, gridando: ""Togli, Dio, ch'a te le squadro!""."
Inferno;XXV;4_6;"Da indi in qua mi fuor le serpi amiche, perch'una li s'avvolse allora al collo, come dicesse ""Non vo' che più diche"";"
Inferno;XXV;7_9;e un'altra a le braccia, e rilegollo, ribadendo sé stessa sì dinanzi, che non potea con esse dare un crollo.
Inferno;XXV;10_12;Ahi Pistoia, Pistoia, ché non stanzi d'incenerarti sì che più non duri, poi che 'n mal fare il seme tuo avanzi?
Inferno;XXV;13_15;Per tutt'i cerchi de lo 'nferno scuri non vidi spirto in Dio tanto superbo, non quel che cadde a Tebe giù da' muri.
Inferno;XXV;16_18;"El si fuggì che non parlò più verbo; e io vidi un centauro pien di rabbia venir chiamando: ""Ov'è, ov'è l'acerbo?""."
Inferno;XXV;19_21;Maremma non cred'io che tante n'abbia, quante bisce elli avea su per la groppa infin ove comincia nostra labbia.
Inferno;XXV;22_24;"Sovra le spalle, dietro da la coppa, con l'ali aperte li giacea un draco; e quello affuoca qualunque s'intoppa."
Inferno;XXV;25_27;"Lo mio maestro disse: ""Questi è Caco, che, sotto 'l sasso di monte Aventino, di sangue fece spesse volte laco."
Inferno;XXV;28_30;"Non va co' suoi fratei per un cammino, per lo furto che frodolente fece del grande armento ch'elli ebbe a vicino;"
Inferno;XXV;31_33;"onde cessar le sue opere biece sotto la mazza d'Ercule, che forse gliene diè cento, e non sentì le diece""."
Inferno;XXV;34_36;Mentre che sì parlava, ed el trascorse, e tre spiriti venner sotto noi, de' quali né io né 'l duca mio s'accorse,
Inferno;XXV;37_39;"se non quando gridar: ""Chi siete voi?""; per che nostra novella si ristette, e intendemmo pur ad essi poi."
Inferno;XXV;40_42;"Io non li conoscea; ma ei seguette, come suol seguitar per alcun caso, che l'un nomar un altro convenette,"
Inferno;XXV;43_45;"dicendo: ""Cianfa dove fia rimaso?""; per ch'io, acciò che 'l duca stesse attento, mi puosi 'l dito su dal mento al naso."
Inferno;XXV;46_48;Se tu se' or, lettore, a creder lento ciò ch'io dirò, non sarà maraviglia, ché io che 'l vidi, a pena il mi consento.
Inferno;XXV;49_51;Com'io tenea levate in lor le ciglia, e un serpente con sei piè si lancia dinanzi a l'uno, e tutto a lui s'appiglia.
Inferno;XXV;52_54;"Co' piè di mezzo li avvinse la pancia, e con li anterïor le braccia prese; poi li addentò e l'una e l'altra guancia;"
Inferno;XXV;55_57;li diretani a le cosce distese, e miseli la coda tra 'mbedue e dietro per le ren sù la ritese.
Inferno;XXV;58_60;Ellera abbarbicata mai non fue ad alber sì, come l'orribil fiera per l'altrui membra avviticchiò le sue.
Inferno;XXV;61_63;Poi s'appiccar, come di calda cera fossero stati, e mischiar lor colore, né l'un né l'altro già parea quel ch'era:
Inferno;XXV;64_66;come procede innanzi da l'ardore, per lo papiro suso, un color bruno che non è nero ancora e 'l bianco more.
Inferno;XXV;67_69;"Li altri due 'l riguardavano, e ciascuno gridava: ""Omè, Agnel, come ti muti! Vedi che già non se' né due né uno""."
Inferno;XXV;70_72;Già eran li due capi un divenuti, quando n'apparver due figure miste in una faccia, ov'eran due perduti.
Inferno;XXV;73_75;"Fersi le braccia due di quattro liste; le cosce con le gambe e 'l ventre e 'l casso divenner membra che non fuor mai viste."
Inferno;XXV;76_78;"Ogne primaio aspetto ivi era casso: due e nessun l'imagine perversa parea; e tal sen gio con lento passo."
Inferno;XXV;79_81;Come 'l ramarro sotto la gran fersa dei dì canicular, cangiando sepe, folgore par se la via attraversa,
